CUST_ID,REGISTRATION_ID,NAME,AGE,GENDER,MARITAL_STATUS,PROFESSION,EDUCATION,CUST_COUNTRY,CUST_STATE,CUST_CITY,CUST_ADDRESS1,CUST_ADDRESS2,CUST_POSTAL_ZONE,CUST_EMAIL,CUST_PHONE_NUMBER,CUST_FAX,INCOME,MEMBERS_IN_HOUSEHOLD,MONTHS_CUSTOMER
743,"GREGORYMONK@EMAIL1.COM","",50,"M","M","Doctor","College","","","","","","","","","",71998,3,48
257,"GEORGE.BRINK","",52,"M","M","Private Sector","High School","","","","","","","","","",41722,3,24
772,"JOHN.TOWB@EMAIL3.COM","",52,"M","M","Lawyer","College","","","","","","","","","",76713,3,24
64,"OWEN.MONK","",54,"M","M","Engineer","Post College","","","","","","","","","",77164,3,24
1064,"STUART.TOWB@EMAIL3.COM","",54,"M","M","Scientist","Post College","","","","","","","","","",74161,3,24
79,"ALAN.BAUER","",58,"F","M","Pharmacist","College","","","","","","","","","",48076,3,48
436,"ROSSBODZ@EMAIL1.COM","",44,"F","M","Not employed","College","","","","","","","","","",55761,3,24
32,"TOM.PITT","",45,"F","M","Doctor","College","","","","","","","","","",52539,3,12
348,"STEVEN.CORTEZ","",45,"M","M","Engineer","College","","","","","","","","","",74034,3,48
518,"KEITHBODZ@EMAIL1.COM","",45,"F","M","Not employed","Post College","","","","","","","","","",98024,3,12
905,"GREGORY.POLO@EMAIL1.COM","",45,"F","M","Accountant","College","","","","","","","","","",71567,3,0
39,"BOB.READY","",29,"M","M","Doctor","College","","","","","","","","","",28145,4,24
984,"BILL.DENNER@EMAIL3.COM","",29,"M","M","Private Sector","High School","","","","","","","","","",31134,4,48
1039,"JACOB.JACKSON@EMAIL1.COM","",29,"M","M","Not employed","College","","","","","","","","","",46682,4,24
17,"6873460","",30,"M","M","Private Sector","High School","","","","","","","","","",20822,4,0
1017,"GEORGE.LARTER@EMAIL1.COM","",30,"M","M","Self Employed","High School","","","","","","","","","",36780,4,0
183,"GEORGE.MOSS","",30,"F","M","Private Sector","High School","","","","","","","","","",25421,4,24
695,"BRED.MONK@EMAIL3.COM","",30,"M","M","Engineer","Post College","","","","","","","","","",35293,4,36
1183,"ROSS.ANDERSON@EMAIL3.COM","",30,"F","M","Private Sector","High School","","","","","","","","","",17830,4,24
654,"TOM.CORTEZ@EMAIL1.COM","",31,"F","M","Self Employed","College","","","","","","","","","",39122,4,48
265,"GREGORY.BODZ","",31,"F","M","Lawyer","College","","","","","","","","","",61180,4,24
525,"MILA.MONK@EMAIL1.COM","",31,"F","M","Unemployed","High School","","","","","","","","","",17297,4,0
759,"JACOB.HOUSE@EMAIL1.COM","",31,"F","M","Private Sector","High School","","","","","","","","","",16102,4,24
115,"JACOB.MOSS","",32,"M","M","Self Employed","College","","","","","","","","","",58385,4,24
308,"WILLIAM.MOSS","",32,"M","M","Doctor","College","","","","","","","","","",23658,4,36
468,"CHRISMONK@EMAIL1.COM","",32,"M","M","Engineer","College","","","","","","","","","",31491,4,24
1115,"GREGORY.LARTER@EMAIL1.COM","",32,"M","M","Engineer","College","","","","","","","","","",52216,4,24
770,"JOHN.MONK@EMAIL3.COM","",32,"M","M","Self Employed","College","","","","","","","","","",26942,4,24
793,"RICH.LARTER@EMAIL1.COM","",32,"M","M","Private Sector","High School","","","","","","","","","",34444,4,48
865,"CHARLIE.TOWB@EMAIL1.COM","",32,"F","M","Self Employed","College","","","","","","","","","",31889,4,0
1079,"ADRIAN.READY@EMAIL3.COM","",58,"F","M","Nursing","College","","","","","","","","","",68361,3,48
386,"GREGORY.HILLORY","",62,"F","M","Doctor","College","","","","","","","","","",56733,3,12
664,"ADRIAN.ALBA@EMAIL2.COM","",66,"F","M","Engineer","College","","","","","","","","","",102496,3,12
448,"BEN.HOUSE@EMAIL2.COM","",73,"F","M","Doctor","Post College","","","","","","","","","",97145,3,48
1065,"STUART.WILSON@EMAIL1.COM","",33,"M","M","Private Sector","High School","","","","","","","","","",17084,4,24
220,"STEVEN.WEBB","",34,"F","M","Engineer","College","","","","","","","","","",52411,4,24
657,"TREVORBIRD@EMAIL1.COM","",34,"M","M","Engineer","College","","","","","","","","","",59210,4,36
738,"GREG.PITT@EMAIL3.COM","",34,"M","M","Engineer","Post College","","","","","","","","","",62767,4,24
825,"TREVORBRINK@EMAIL1.COM","",34,"M","M","Professor","Post College","","","","","","","","","",62815,4,12
928,"JESSICA.POLO@EMAIL2.COM","",34,"M","M","Self Employed","College","","","","","","","","","",28113,4,24
1220,"STUART.ANDERSON@EMAIL3.COM","",34,"F","M","Engineer","College","","","","","","","","","",71186,4,24
303,"TREVOR.BRINK","",34,"M","M","Doctor","College","","","","","","","","","",59481,4,24
592,"CHRISHOUSE@EMAIL1.COM","",34,"F","M","Nursing","College","","","","","","","","","",32147,4,24
70,"RICH.PITT","",35,"F","M","Professor","College","","","","","","","","","",65499,4,36
207,"KEITH.KODJO","",35,"F","M","Self Employed","Post College","","","","","","","","","",89889,4,48
1070,"TREVOR.CORTEZ@EMAIL2.COM","",35,"F","M","Scientist","College","","","","","","","","","",35654,4,36
1207,"STUART.STILLER@EMAIL3.COM","",35,"F","M","Self Employed","Post College","","","","","","","","","",44260,4,48
195,"HELENA.MOSS","",35,"F","M","Private Sector","High School","","","","","","","","","",38955,4,24
504,"JOHN.BODZ@EMAIL1.COM","",35,"F","M","Not employed","College","","","","","","","","","",32513,4,36
659,"TREVORMONK@EMAIL1.COM","",35,"F","M","Engineer","College","","","","","","","","","",70737,4,24
873,"CHRIS.TOWB@EMAIL3.COM","",35,"F","M","Engineer","Post College","","","","","","","","","",87857,4,24
1195,"BRANDON.CORTEZ@EMAIL3.COM","",35,"F","M","Not employed","High School","","","","","","","","","",25384,4,24
172,"CRAIG.HOUSE","",36,"F","M","Engineer","College","","","","","","","","","",70370,4,24
329,"GREGORY.HOUSE","",33,"F","M","Lawyer","Post College","","","","","","","","","",63766,4,36
703,"CHRIS.HOUSE@EMAIL2.COM","",33,"M","M","Not employed","High School","","","","","","","","","",32425,4,24
65,"OWEN.TOWB","",33,"M","M","Unemployed","High School","","","","","","","","","",27188,4,24
886,"GEORGE.BAUER@EMAIL2.COM","",33,"F","M","Professor","Post College","","","","","","","","","",66595,4,36
630,"KEITH.BIRD@EMAIL1.COM","",36,"M","M","Pharmacist","College","","","","","","","","","",46293,4,24
938,"KEITHJACKSON@EMAIL1.COM","",36,"F","M","Scientist","Post College","","","","","","","","","",79932,4,0
1196,"BRANDON.MILLER@EMAIL3.COM","",36,"M","M","Professor","Post College","","","","","","","","","",58491,4,48
146,"ADRIAN.ALBA","",37,"M","M","Pharmacist","Post College","","","","","","","","","",78253,4,24
416,"BOB.MONK@EMAIL1.COM","",37,"M","M","Engineer","College","","","","","","","","","",31946,4,12
777,"KEITH.READY@EMAIL1.COM","",37,"F","M","Engineer","College","","","","","","","","","",33169,4,48
1146,"TREVOR.BRINK@EMAIL3.COM","",37,"M","M","Lawyer","Post College","","","","","","","","","",91109,4,24
649,"ROSS.BAUER@EMAIL2.COM","",37,"M","M","Financial analyst","Post College","","","","","","","","","",57135,4,12
67,"RICH.ALBA","",38,"M","M","Not employed","College","","","","","","","","","",74139,4,48
131,"KEITH.WEBB","",38,"F","M","Accountant","College","","","","","","","","","",66834,4,36
270,"GREGORY.TOWB","",38,"F","M","Financial analyst","College","","","","","","","","","",48127,4,48
660,"TREVORMOSS@EMAIL1.COM","",38,"M","M","Self Employed","College","","","","","","","","","",75216,4,36
897,"GREG.STILLER@EMAIL2.COM","",38,"M","M","Lawyer","Post College","","","","","","","","","",74621,4,36
1067,"TREVOR.BIRD@EMAIL3.COM","",38,"M","M","Lawyer","College","","","","","","","","","",53553,4,48
1131,"MICHAEL.BIRD@EMAIL3.COM","",38,"F","M","Pharmacist","College","","","","","","","","","",38394,4,36
576,"BOBJACKSON@EMAIL1.COM","",38,"F","M","Engineer","Post College","","","","","","","","","",77627,4,24
583,"CHRIS.MONK@EMAIL2.COM","",38,"F","M","Doctor","College","","","","","","","","","",76969,4,0
610,"GREG.BAUER@EMAIL1.COM","",38,"F","M","Professor","College","","","","","","","","","",33380,4,24
166,"CHRIS.BAUER","",39,"M","M","Pharmacist","College","","","","","","","","","",29543,4,24
426,"GREGPITT@EMAIL1.COM","",36,"F","M","Lawyer","College","","","","","","","","","",66981,4,24
625,"JOHN.BRINK@EMAIL2.COM","",36,"F","M","Engineer","College","","","","","","","","","",55952,4,36
1172,"JESSICA.HILLORY@EMAIL1.COM","",36,"F","M","Scientist","College","","","","","","","","","",33777,4,24
196,"HELENA.WEBB","",36,"M","M","Doctor","Post College","","","","","","","","","",47192,4,48
727,"GEORGE.TOWB@EMAIL1.COM","",39,"M","M","Professor","College","","","","","","","","","",35483,4,36
811,"STUART.WEBB@EMAIL1.COM","",39,"F","M","Doctor","College","","","","","","","","","",72886,4,24
887,"GEORGE.BRINK@EMAIL2.COM","",39,"M","M","Private Sector","High School","","","","","","","","","",35766,4,48
204,"KEITH.BAUER","",40,"F","M","Financial analyst","College","","","","","","","","","",56650,4,24
442,"ALAN.MONK@EMAIL1.COM","",40,"F","M","Engineer","College","","","","","","","","","",40712,4,36
960,"STEVEN.KODJO@EMAIL1.COM","",40,"M","M","Scientist","College","","","","","","","","","",78549,4,24
961,"STUART.BRINK@EMAIL2.COM","",40,"M","M","Not employed","College","","","","","","","","","",46493,4,24
1204,"GREGORY.KLOVES@EMAIL3.COM","",40,"F","M","Professor","College","","","","","","","","","",61887,4,24
88,"BOB.CORTEZ","",40,"M","M","Doctor","College","","","","","","","","","",74158,4,36
335,"HELENA.WILSON","",40,"F","M","Financial analyst","College","","","","","","","","","",48953,4,0
541,"ROSSBAUER@EMAIL1.COM","",40,"M","M","Engineer","College","","","","","","","","","",33674,4,48
1088,"CHARLIE.CORTEZ@EMAIL2.COM","",40,"M","M","Engineer","College","","","","","","","","","",54458,4,36
848,"BILLY.PITT@EMAIL3.COM","",41,"M","M","Self Employed","High School","","","","","","","","","",40549,4,36
68,"RICH.BODZ","",41,"F","M","Financial analyst","Post College","","","","","","","","","",59587,4,24
355,"ADRIAN.JACKSON","",41,"F","M","Engineer","College","","","","","","","","","",34201,4,24
473,"CRAIGBODZ@EMAIL1.COM","",41,"F","M","Financial analyst","College","","","","","","","","","",58008,4,12
1068,"TREVOR.BODZ@EMAIL3.COM","",41,"F","M","Doctor","Post College","","","","","","","","","",89486,4,24
569,"BOB.CORTEZ@EMAIL1.COM","",42,"M","M","Private Sector","High School","","","","","","","","","",22244,4,12
942,"MARK.HOUSE@EMAIL3.COM","",42,"F","M","Engineer","College","","","","","","","","","",60374,4,24
697,"CHARLIEMOSS@EMAIL1.COM","",39,"F","M","Engineer","Post College","","","","","","","","","",87885,4,0
731,"GREG.BIRD@EMAIL3.COM","",39,"F","M","Nursing","College","","","","","","","","","",32817,4,24
1166,"GREGORY.JACKSON@EMAIL1.COM","",39,"M","M","Scientist","College","","","","","","","","","",51836,4,24
595,"CRAIG.BIRD@EMAIL2.COM","",39,"M","M","Accountant","Post College","","","","","","","","","",71035,4,12
240,"BILLY.CORTEZ","",43,"F","M","Nursing","College","","","","","","","","","",50253,4,12
1037,"JACOB.BAUER@EMAIL3.COM","",43,"F","M","Not employed","Post College","","","","","","","","","",61285,4,48
1104,"GEORGE.BRINK@EMAIL3.COM","",43,"M","M","Doctor","Post College","","","","","","","","","",66366,4,36
63,"OWEN.BODZ","",44,"M","M","Self Employed","High School","","","","","","","","","",43606,4,12
330,"GREGORY.KODJO","",44,"F","M","Self Employed","College","","","","","","","","","",80937,4,36
572,"BOB.MONK@EMAIL3.COM","",44,"M","M","Engineer","Post College","","","","","","","","","",55923,4,0
927,"JESSICA.PITT@EMAIL1.COM","",44,"F","M","Professor","College","","","","","","","","","",36205,4,36
1063,"STUART.DENNER@EMAIL2.COM","",44,"M","M","Private Sector","High School","","","","","","","","","",24594,4,12
239,"BILL.STILLER","",44,"M","M","Scientist","College","","","","","","","","","",56697,4,12
742,"GREGORYBODZ@EMAIL1.COM","",45,"M","M","Engineer","College","","","","","","","","","",76512,4,48
232,"TREVOR.WEBB","",45,"M","M","Engineer","Post College","","","","","","","","","",64648,4,12
389,"JACOB.BARNFIELD","",45,"F","M","Professor","College","","","","","","","","","",82329,4,12
1232,"LINDSEY.ANDERSON@EMAIL3.COM","",45,"M","M","Accountant","Post College","","","","","","","","","",63206,4,12
57,"JOHN.TOWB","",46,"F","M","Scientist","Post College","","","","","","","","","",87919,4,36
962,"STUART.KODJO@EMAIL1.COM","",46,"M","M","Private Sector","High School","","","","","","","","","",27408,4,36
969,"TREVOR.BRINK@EMAIL2.COM","",46,"M","M","Private Sector","High School","","","","","","","","","",45465,4,24
970,"TREVOR.HOUSE@EMAIL2.COM","",46,"M","M","Not employed","College","","","","","","","","","",47432,4,24
1057,"MICHAELCORTEZ@EMAIL1.COM","",46,"F","M","Lawyer","Post College","","","","","","","","","",100729,4,36
715,"DANIEL.BODZ@EMAIL1.COM","",48,"M","M","Accountant","College","","","","","","","","","",38727,4,24
388,"HELENA.ANDERSON","",43,"F","M","Engineer","College","","","","","","","","","",79376,4,24
438,"ROSSTOWB@EMAIL1.COM","",43,"F","M","Pharmacist","Post College","","","","","","","","","",82269,4,36
37,"BOB.BRINK","",43,"F","M","Financial analyst","Post College","","","","","","","","","",92772,4,48
104,"EMMA.READY","",43,"M","M","Financial analyst","Post College","","","","","","","","","",91781,4,36
1128,"KEITH.CORTEZ@EMAIL3.COM","",49,"F","M","Unemployed","High School","","","","","","","","","",29044,4,36
1142,"ROSS.JACKSON@EMAIL3.COM","",49,"F","M","Scientist","College","","","","","","","","","",72471,4,36
516,"JOHNREADY@EMAIL1.COM","",49,"M","M","Accountant","Post College","","","","","","","","","",74340,4,24
565,"BILLY.WEBB@EMAIL2.COM","",51,"F","M","Doctor","College","","","","","","","","","",55395,4,48
160,"BILLY.BAUER","",52,"M","M","Pharmacist","Post College","","","","","","","","","",109669,4,0
237,"BILL.JACKSON","",52,"M","M","Self Employed","High School","","","","","","","","","",29776,4,36
812,"TBODZ@EMAIL4.COM","",52,"M","M","Private Sector","High School","","","","","","","","","",32136,4,0
1160,"CHRIS.JACKSON@EMAIL3.COM","",52,"M","M","Engineer","Post College","","","","","","","","","",108575,4,0
1237,"ANASTASIA.ANDERSON@EMAIL3.COM","",52,"M","M","Self Employed","High School","","","","","","","","","",30776,4,36
267,"GREGORY.MOSS","",53,"F","M","Lawyer","College","","","","","","","","","",50232,4,24
957,"MICHAELHOUSE@EMAIL1.COM","",54,"F","M","Scientist","Post College","","","","","","","","","",99517,4,36
454,"BILLYMOSS@EMAIL1.COM","",59,"F","M","Professor","College","","","","","","","","","",87329,4,12
769,"JOHN.MILLER@EMAIL1.COM","",72,"F","M","Private Sector","High School","","","","","","","","","",55809,4,24
285,"LINDSEY.BODZ","",29,"F","M","Scientist","Post College","","","","","","","","","",71162,5,36
358,"BILLY.ANDERSON","",30,"M","M","Lawyer","Post College","","","","","","","","","",38569,5,24
478,"EMMA.BODZ@EMAIL1.COM","",30,"F","M","Doctor","Post College","","","","","","","","","",73169,5,24
720,"EMMA.MILLER@EMAIL1.COM","",31,"M","M","Professor","Post College","","","","","","","","","",48004,5,12
945,"MICHAEL.BODZ@EMAIL1.COM","",31,"F","M","Accountant","College","","","","","","","","","",67323,5,12
313,"BRANDON.KODJO","",32,"M","M","Engineer","Post College","","","","","","","","","",85429,5,36
716,"DANIEL.PITT@EMAIL1.COM","",48,"M","M","Engineer","Post College","","","","","","","","","",82342,4,24
128,"KEITH.MOSS","",49,"F","M","Not employed","High School","","","","","","","","","",47065,4,36
142,"ROSS.READY","",49,"F","M","Engineer","College","","","","","","","","","",70698,4,36
747,"HARVEY.ALBA@EMAIL1.COM","",49,"M","M","Not employed","College","","","","","","","","","",60710,4,36
157,"BEN.HOFFMAN","",33,"F","M","Self Employed","College","","","","","","","","","",53710,5,24
48,"GREG.PITT","",52,"M","M","Engineer","College","","","","","","","","","",64587,6,24
1048,"KEITH.HOUSE@EMAIL3.COM","",52,"M","M","Engineer","College","","","","","","","","","",73256,6,24
694,"BRED.DENNER@EMAIL2.COM","",53,"F","M","Self Employed","Post College","","","","","","","","","",71331,6,12
249,"CHARLIE.TOWB","",55,"F","M","Self Employed","College","","","","","","","","","",92431,6,12
173,"CRAIG.KODJO","",56,"F","M","Doctor","College","","","","","","","","","",50735,6,12
1173,"JESSICA.ROBERTS@EMAIL1.COM","",56,"F","M","Doctor","College","","","","","","","","","",53987,6,12
203,"JOHN.WILSON","",57,"M","M","Private Sector","High School","","","","","","","","","",52889,6,24
1203,"GEORGE.STILLER@EMAIL3.COM","",57,"M","M","Not employed","High School","","","","","","","","","",40254,6,24
221,"STUART.DERN","",64,"M","M","Lawyer","College","","","","","","","","","",76262,6,24
1221,"WILLIAM.BARNFIELD@EMAIL1.COM","",64,"M","M","Professor","College","","","","","","","","","",66797,6,24
797,"ROSS.BIRD@EMAIL3.COM","",68,"M","M","Private Sector","High School","","","","","","","","","",47271,6,24
934,"KEITH.BODZ@EMAIL3.COM","",23,"M","S","Self Employed","High School","","","","","","","","","",24431,1,24
547,"ADRIANBODZ@EMAIL1.COM","",24,"M","S","Lawyer","College","","","","","","","","","",50423,1,0
578,"BRED.KODJO@EMAIL2.COM","",24,"M","S","Engineer","College","","","","","","","","","",40775,1,48
952,"MICHAEL.TOWB@EMAIL1.COM","",24,"F","S","Accountant","College","","","","","","","","","",60512,1,48
218,"STEVEN.BODZ","",25,"M","S","Doctor","Post College","","","","","","","","","",46772,1,36
774,"JOHN.WILSON@EMAIL2.COM","",25,"M","S","Accountant","Post College","","","","","","","","","",65963,1,0
866,"CHARLIEBRINK@EMAIL1.COM","",25,"M","S","Self Employed","High School","","","","","","","","","",26285,1,36
361,"CHARLIE.LARTER","",32,"F","M","Financial analyst","Post College","","","","","","","","","",63433,5,36
440,"TOM.MONK@EMAIL2.COM","",32,"M","M","Unemployed","High School","","","","","","","","","",22644,5,12
441,"TOM.PITT@EMAIL2.COM","",32,"M","M","Scientist","College","","","","","","","","","",34526,5,12
946,"MICHAEL.BODZ@EMAIL2.COM","",32,"F","M","Professor","College","","","","","","","","","",69163,5,36
540,"ROSS.TOWB@EMAIL2.COM","",25,"F","S","Financial analyst","Post College","","","","","","","","","",73982,1,0
688,"BILLY.READY@EMAIL1.COM","",25,"F","S","Engineer","College","","","","","","","","","",27186,1,12
785,"MICHAELMOSS@EMAIL1.COM","",25,"F","S","Doctor","Post College","","","","","","","","","",77149,1,36
850,"BILLYJACKSON@EMAIL1.COM","",25,"M","S","Self Employed","Post College","","","","","","","","","",62715,1,0
857,"CHARLIE.BIRD@EMAIL1.COM","",25,"F","S","Private Sector","High School","","","","","","","","","",17287,1,0
939,"LINDSEY.ALBA@EMAIL1.COM","",25,"F","S","Engineer","College","","","","","","","","","",20688,1,24
1078,"ADRIAN.JACKSON@EMAIL1.COM","",25,"F","S","Engineer","College","","","","","","","","","",26973,1,36
162,"BILLY.HOUSE","",25,"M","S","Engineer","College","","","","","","","","","",27151,1,36
277,"JESSICA.BODZ","",25,"F","S","Engineer","College","","","","","","","","","",23225,1,48
332,"HARVEY.CORTEZ","",25,"M","S","Self Employed","Post College","","","","","","","","","",40681,1,36
349,"STUART.WILSON","",25,"M","S","Professor","College","","","","","","","","","",23538,1,48
495,"GREGBRINK@EMAIL1.COM","",25,"F","S","Accountant","College","","","","","","","","","",45240,1,24
597,"CRAIG.BODZ@EMAIL2.COM","",25,"M","S","Private Sector","High School","","","","","","","","","",20564,1,36
622,"JACOBREADY@EMAIL1.COM","",25,"M","S","Professor","College","","","","","","","","","",53017,1,0
663,"TREVORWEBB@EMAIL1.COM","",25,"M","S","Financial analyst","Post College","","","","","","","","","",75430,1,48
827,"TREVORREADY@EMAIL1.COM","",25,"F","S","Professor","College","","","","","","","","","",41958,1,24
937,"KEITH.WEBB@EMAIL3.COM","",25,"F","S","Private Sector","High School","","","","","","","","","",17806,1,24
1162,"DANIEL.MILLER@EMAIL3.COM","",25,"M","S","Engineer","College","","","","","","","","","",43034,1,36
11,"3544112","",26,"F","S","Private Sector","High School","","","","","","","","","",18177,1,24
1218,"MICHAEL.BARNFIELD@EMAIL1.COM","",25,"M","S","Engineer","Post College","","","","","","","","","",44026,1,36
78,"TOM.BRINK","",25,"F","S","Pharmacist","College","","","","","","","","","",56632,1,36
333,"HARVEY.LARTER","",25,"M","S","Unemployed","High School","","","","","","","","","",22647,1,0
366,"GREGORY.CORTEZ","",25,"F","S","Lawyer","Post College","","","","","","","","","",69428,1,24
1011,"EMMA.KLOVES@EMAIL3.COM","",26,"F","S","Private Sector","High School","","","","","","","","","",20755,1,24
1071,"TREVOR.MILLER@EMAIL2.COM","",26,"F","S","Nursing","Post College","","","","","","","","","",36009,1,36
43,"EMMA.MOSS","",26,"F","S","Engineer","College","","","","","","","","","",48436,1,24
171,"CRAIG.BRINK","",26,"M","S","Private Sector","High School","","","","","","","","","",24211,1,48
274,"JACOB.CORTEZ","",26,"M","S","Professor","College","","","","","","","","","",17396,1,36
320,"CRAIG.JACKSON","",26,"F","S","Scientist","College","","","","","","","","","",35694,1,36
345,"MICHAEL.READY","",26,"F","S","Nursing","Post College","","","","","","","","","",58761,1,48
379,"TREVOR.JACKSON","",26,"M","S","Engineer","Post College","","","","","","","","","",55981,1,48
482,"GREG.BIRD@EMAIL1.COM","",26,"F","S","Private Sector","High School","","","","","","","","","",30414,1,36
498,"JACOBBODZ@EMAIL1.COM","",26,"M","S","Lawyer","Post College","","","","","","","","","",34785,1,0
542,"ROSSBRINK@EMAIL1.COM","",26,"M","S","Professor","College","","","","","","","","","",18189,1,24
748,"HARVEY.BODZ@EMAIL2.COM","",26,"F","S","Engineer","College","","","","","","","","","",31795,1,48
844,"BILLY.BODZ@EMAIL3.COM","",26,"F","S","Private Sector","High School","","","","","","","","","",27671,1,36
1043,"JESSICA.BAUER@EMAIL1.COM","",26,"F","S","Doctor","College","","","","","","","","","",16230,1,24
1171,"JASON.HILLORY@EMAIL3.COM","",26,"M","S","Self Employed","High School","","","","","","","","","",34324,1,48
373,"JOHN.BARNFIELD","",26,"F","S","Self Employed","High School","","","","","","","","","",13497,1,48
428,"GREGWEBB@EMAIL1.COM","",26,"F","S","Private Sector","High School","","","","","","","","","",21874,1,48
446,"ALAN.TOWB@EMAIL1.COM","",26,"M","S","Accountant","College","","","","","","","","","",47847,1,0
584,"CHRIS.MOSS@EMAIL1.COM","",26,"M","S","Accountant","College","","","","","","","","","",21905,1,0
71,"ROSS.BIRD","",26,"F","S","Financial analyst","Post College","","","","","","","","","",31928,1,36
447,"ALAN.TOWB@EMAIL2.COM","",26,"M","S","Financial analyst","College","","","","","","","","","",59135,1,48
705,"CHRIS.READY@EMAIL2.COM","",26,"M","S","Nursing","College","","","","","","","","","",45523,1,36
714,"DANIEL.ALBA@EMAIL2.COM","",26,"M","S","Self Employed","Post College","","","","","","","","","",64948,1,24
554,"ALAN.KODJO@EMAIL2.COM","",27,"M","S","Professor","College","","","","","","","","","",39030,1,36
1086,"BRANDON.POLO@EMAIL3.COM","",27,"M","S","Self Employed","College","","","","","","","","","",49788,1,36
1186,"TREVOR.MILLER@EMAIL3.COM","",27,"M","S","Nursing","Post College","","","","","","","","","",72154,1,36
6,"817961","",27,"M","S","Engineer","Post College","","","","","","","","","",47997,1,24
230,"TREVOR.POLO","",27,"F","S","Self Employed","College","","","","","","","","","",39219,1,36
298,"STEVEN.READY","",27,"F","S","Accountant","College","","","","","","","","","",42357,1,36
425,"GREGMONK@EMAIL1.COM","",27,"M","S","Lawyer","College","","","","","","","","","",36160,1,48
606,"CRAIGBAUER@EMAIL1.COM","",27,"M","S","Not employed","Post College","","","","","","","","","",49082,1,36
674,"ADRIAN.WEBB@EMAIL1.COM","",27,"F","S","Engineer","Post College","","","","","","","","","",45827,1,36
678,"ADRIANHOUSE@EMAIL1.COM","",27,"F","S","Lawyer","Post College","","","","","","","","","",31872,1,0
729,"GEORGEBRINK@EMAIL1.COM","",27,"F","S","Unemployed","High School","","","","","","","","","",20849,1,12
864,"CHARLIE.PITT@EMAIL2.COM","",27,"F","S","Financial analyst","Post College","","","","","","","","","",58383,1,24
874,"CHRISJACKSON@EMAIL1.COM","",27,"F","S","Engineer","Post College","","","","","","","","","",40379,1,48
875,"CRAIG.BODZ@EMAIL3.COM","",27,"F","S","Accountant","Post College","","","","","","","","","",79781,1,48
1006,"CRAIG.HOFFMAN@EMAIL1.COM","",27,"M","S","Doctor","Post College","","","","","","","","","",62273,1,24
1230,"HARVEY.BARNFIELD@EMAIL3.COM","",27,"F","S","Accountant","College","","","","","","","","","",59523,1,36
46,"GREG.MONK","",27,"M","S","Professor","Post College","","","","","","","","","",60122,1,48
124,"KEITH.ALBA","",27,"M","S","Scientist","Post College","","","","","","","","","",76590,1,36
561,"BILLY.MOSS@EMAIL2.COM","",27,"M","S","Engineer","College","","","","","","","","","",21303,1,0
673,"ADRIAN.TOWB@EMAIL2.COM","",26,"M","S","Unemployed","High School","","","","","","","","","",22424,1,24
903,"GREGORY.MOSS@EMAIL2.COM","",26,"M","S","Lawyer","College","","","","","","","","","",23184,1,48
86,"BILLY.TOWB","",27,"M","S","Scientist","College","","","","","","","","","",19092,1,36
186,"GEORGE.WEBB","",27,"M","S","Accountant","Post College","","","","","","","","","",50637,1,36
1046,"KEITH.BAUER@EMAIL3.COM","",27,"M","S","Engineer","Post College","","","","","","","","","",76540,1,48
1124,"JASON.ANDERSON@EMAIL2.COM","",27,"M","S","Professor","Post College","","","","","","","","","",47085,1,36
109,"GREG.READY","",28,"F","S","Not employed","College","","","","","","","","","",58458,1,36
111,"JACOB.BIRD","",28,"F","S","Nursing","College","","","","","","","","","",22103,1,48
168,"CHRIS.HOUSE","",28,"F","S","Engineer","College","","","","","","","","","",25418,1,36
181,"GEORGE.BODZ","",28,"F","S","Accountant","Post College","","","","","","","","","",81855,1,24
1109,"GEORGE.ROBERTS@EMAIL1.COM","",28,"F","S","Doctor","College","","","","","","","","","",24849,1,36
1111,"GREG.JACKSON@EMAIL3.COM","",28,"F","S","Doctor","College","","","","","","","","","",23236,1,48
1168,"HARVEY.CORTEZ@EMAIL3.COM","",28,"F","S","Financial analyst","College","","","","","","","","","",30711,1,36
1181,"MICHAEL.READY@EMAIL3.COM","",28,"F","S","Engineer","Post College","","","","","","","","","",36326,1,24
91,"CHRIS.MONK","",28,"M","S","Accountant","College","","","","","","","","","",40603,1,48
98,"CRAIG.MONK","",28,"F","S","Not employed","Post College","","","","","","","","","",55999,1,24
135,"OWEN.BRINK","",28,"F","S","Doctor","Post College","","","","","","","","","",78491,1,0
153,"ADRIAN.POLO","",28,"F","S","Doctor","College","","","","","","","","","",28240,1,24
427,"GREGTOWB@EMAIL1.COM","",28,"F","S","Doctor","Post College","","","","","","","","","",78869,1,12
821,"TREVOR.TOWB@EMAIL1.COM","",28,"M","S","Private Sector","High School","","","","","","","","","",12467,1,24
831,"ADRIAN.BAUER@EMAIL2.COM","",28,"M","S","Professor","College","","","","","","","","","",25490,1,36
920,"JACOB.WEBB@EMAIL3.COM","",28,"F","S","Engineer","College","","","","","","","","","",18122,1,0
921,"JACOBJACKSON@EMAIL1.COM","",28,"F","S","Doctor","College","","","","","","","","","",30730,1,0
594,"CRAIG.BIRD@EMAIL1.COM","",27,"M","S","Private Sector","High School","","","","","","","","","",25289,1,36
629,"JOHNCORTEZ@EMAIL1.COM","",27,"F","S","Not employed","Post College","","","","","","","","","",65980,1,24
841,"BILL.HILLORY@EMAIL2.COM","",27,"M","S","Accountant","Post College","","","","","","","","","",63626,1,48
