REGISTRATION_ID,CUST_ID,PRODUCT_ID,CATEGORY,LINE,ITEM_NAME,ACTIVITY_TYPE,ACTIVITY_TYPE_DESC,ACTIVITY_TIME_DATE_FORMAT,ACTIVITY_AMOUNT,ONLINE_CATEGORY,ONLINE_PRODUCT_INFORMATION,PRODUCT_BROWSED,PRODUCT_PURCHASED,ITEMS_PLACED_IN_CART,ONSITE_SEARCHES,PAGE_VIEWS,PRODUCT_ABANDONED
MARK.LARTER@EMAIL3.COM,1052,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Ralph Lauren Cashmere Sweater,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
TREVOR.BODZ@EMAIL1.COM,816,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 3:18,-,Clothes,Clothes,0,0,0,0,0,0
TREVOR.BODZ@EMAIL1.COM,816,Guess Women's Wrap Coat,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 3:18,-,Clothes,Clothes,0,0,0,0,0,0
TREVOR.BODZ@EMAIL1.COM,816,Guess Women's Quilted Jacket,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 5:48,-,Clothes,Clothes,0,0,0,0,0,0
TREVOR.BODZ@EMAIL1.COM,816,Guess Women's Moto Jacket,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 5:48,-,Clothes,Clothes,0,0,0,0,0,0
GREG.JACKSON,262,Guess Women's Jean Jacket,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 11:13,-,Clothes,Clothes,0,0,0,0,0,0
GREG.JACKSON,262,Guess Women's Skinny Jeans,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 11:13,-,Clothes,Clothes,0,0,0,0,0,0
GREG.JACKSON,262,Guess Women's Boot Cut Jeans,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 11:13,-,Clothes,Clothes,0,0,0,0,0,0
GREG.JACKSON,262,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:13,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Ralph Lauren Cashmere Sweater,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Guess Women's Wrap Coat,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Guess Women's Quilted Jacket,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Guess Women's Moto Jacket,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Guess Women's Jean Jacket,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Guess Women's Skinny Jeans,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Guess Women's Boot Cut Jeans,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Ralph Lauren Cashmere Sweater,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Guess Women's Wrap Coat,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Guess Women's Quilted Jacket,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Guess Women's Moto Jacket,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Guess Women's Jean Jacket,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Guess Women's Skinny Jeans,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Guess Women's Boot Cut Jeans,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Anastasia Beverly Hills Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Guess Fit and Flair Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Bar III Cropped Jacket,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Anne Klein Fayza Dress Shoes,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Anne Klein Barb Dress Shoes,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Calvin Klein Gayle High Heel Shoes,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
UNKNOWN@EMAIL4.COM,,Calvin Klein Catherine High Heel Shoes,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:36,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Calvin Klein Zipper Sheath Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Calvin Klein Sleevess Belted Striped Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Calvin Klein Horseshoe Neckline Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Calvin Klein Textured Sheath Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Elie Tahari Women's Kyle Knit Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Elie Tahari Women's Kyle Twist Knit Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Nike Women's Black Leggings,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Nike Women's Blue Leggings,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Nike Women's Miulticolor Leggings,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Nike Women's Flash Running Tights,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Elie Tahari One Button Jacket,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Elie Tahari Eggplant Career Suit,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Elie Tahari Black Career Suit,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Elie Tahari Scarlett Sleeveless Blouse,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Elie Tahari White Career Blouse,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Nike Women's Hyperspike Shoe,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Nike Women's Air Max Running Shoe,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Nike Women's Free 5.0 Running Shoe,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
GREG.JACKSON,262,Nike  Women's Air Max,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:13,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Nike Juvenate Women's Gold Shoes,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Nike Women Comfort+ Running Sneakers,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Nike Women Free Running Sneakers,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Ralph Lauren Hooded Pullover,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Ralph Lauren Cashmere Sweater,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Guess Women's Wrap Coat,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Guess Women's Quilted Jacket,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Guess Women's Moto Jacket,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Guess Women's Jean Jacket,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Guess Women's Skinny Jeans,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Guess Women's Boot Cut Jeans,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Guess Women's Mid-rise Jeans,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Tommy Hilfiger Jacquard Tote,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Tommy Arianna Tote,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
MARK.LARTER@EMAIL3.COM,1052,Tommy Hilfiger Everyday Tote,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:06,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Tommy Hilfiger Alexa purse ,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 6:55,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Elie Tahari Jocelyn Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 6:55,-,Clothes,Clothes,0,0,0,0,0,0
GREG.JACKSON,262,Elie Tahari Emory Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:13,-,Clothes,Clothes,0,0,0,0,0,0
GREG.JACKSON,262,Elie Tahari Ophelia Dress,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 0:19,-,Clothes,Clothes,0,0,0,0,0,0
GREG.JACKSON,262,Elie Tahari Gwenyth Dress,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 0:19,-,Clothes,Clothes,0,0,0,0,0,0
GREG.JACKSON,262,Adidas Black Running Tights,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 0:19,-,Clothes,Clothes,0,0,0,0,0,0
GREG.JACKSON,262,Adidas Originals Black Hoodie,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 0:19,-,Clothes,Clothes,0,0,0,0,0,0
GREG.JACKSON,262,Adidas Originals Grey Hoodie,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 0:19,-,Clothes,Clothes,0,0,0,0,0,0
GREG.JACKSON,262,Adidas Originals Classic White Sweatshirt,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 0:19,-,Clothes,Clothes,0,0,0,0,0,0
CHARLIE.CORTEZ,360,Adidas Originals Classic Black Sweatshirt,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 5:43,-,Clothes,Clothes,0,0,0,0,0,0
CHARLIE.CORTEZ,360,Adidas Originals Classic Grey Sweatshirt,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 5:43,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.BAUER,197,Adidas Originals Grey Running Tights,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 23:03,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.BAUER,197,Adidas Training Pant - Black,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 23:03,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Adidas Training Pant - White,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 14:52,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Adidas Classic 3-stripe pant,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 14:52,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Adidas Classic 3-stripe pant - blue,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 14:52,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Elie Tahari Lace Dress,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 14:52,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Adidas Training Pant - Black,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 14:52,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Adidas Originals Grey Running Tights,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 14:52,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Anastasia Beverly Hills Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 14:52,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Guess Fit and Flair Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 14:52,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Bar III Cropped Jacket,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 6:55,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Anne Klein Fayza Dress Shoes,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 6:55,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Anne Klein Barb Dress Shoes,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 6:55,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Calvin Klein Gayle High Heel Shoes,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Calvin Klein Catherine High Heel Shoes,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Calvin Klein Zipper Sheath Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 6:55,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Calvin Klein Sleevess Belted Striped Dress,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 3:40,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Calvin Klein Horseshoe Neckline Dress,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 3:40,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Calvin Klein Textured Sheath Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 3:40,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Elie Tahari Women's Kyle Knit Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 3:40,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Elie Tahari Women's Kyle Twist Knit Dress,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Nike Women's Black Leggings,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Nike Women's Blue Leggings,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Nike Women's Miulticolor Leggings,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Nike Women's Flash Running Tights,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Elie Tahari One Button Jacket,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Elie Tahari Eggplant Career Suit,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Elie Tahari Black Career Suit,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Elie Tahari Scarlett Sleeveless Blouse,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Elie Tahari White Career Blouse,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Nike Women's Hyperspike Shoe,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Nike Women's Air Max Running Shoe,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Nike Women's Free 5.0 Running Shoe,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Anastasia Beverly Hills Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
GREG.MONK,46,Guess Fit and Flair Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 13:05,-,Clothes,Clothes,0,0,0,0,0,0
MICHAELHOUSE@EMAIL1.COM,957,Bar III Cropped Jacket,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 5:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Anne Klein Fayza Dress Shoes,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Anne Klein Barb Dress Shoes,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Calvin Klein Gayle High Heel Shoes,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Calvin Klein Catherine High Heel Shoes,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Calvin Klein Zipper Sheath Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Calvin Klein Sleevess Belted Striped Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Calvin Klein Horseshoe Neckline Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 11:37,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Calvin Klein Textured Sheath Dress,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 8:22,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Elie Tahari Women's Kyle Knit Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 8:22,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Elie Tahari Women's Kyle Twist Knit Dress,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 6:47,-,Clothes,Clothes,0,0,0,0,0,0
ROSS.BIRD,71,Nike Women's Black Leggings,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 6:47,-,Clothes,Clothes,0,0,0,0,0,0
